NAME;STUSAB;SUMLEV;REGION;DIVISION;STATE;COUNTY;AREALAND;AREAWATR;POP100;HU100;INTPTLAT;INTPTLON
Morgan County;CO;50;4;8;8;87;331630495.2;34473998;28159;11490;40.2623535;-103.8070921
Otero County;CO;50;4;8;8;89;326846510.6;20052451;18831;8969;37.8841698;-103.7212597
Ouray County;CO;50;4;8;8;91;140271890.9;1599543;4436;3083;38.1505999;-107.7671334
Park County;CO;50;4;8;8;93;568203444.1;43530574;16206;13947;39.1189141;-105.7176479
Phillips County;CO;50;4;8;8;95;178172498.7;301808;4442;2087;40.5947117;-102.3451047
Pitkin County;CO;50;4;8;8;97;251409423.9;6469384;17148;12953;39.2175333;-106.9159433
Prowers County;CO;50;4;8;8;99;424342209.5;15352661;12551;5942;37.9581814;-102.3921613
Pueblo County;CO;50;4;8;8;101;617998090.7;30279808;159063;69526;38.1706581;-104.4898925
Rio Blanco County;CO;50;4;8;8;103;834217936.5;4868121;6666;3309;39.9726062;-108.2006849
Rio Grande County;CO;50;4;8;8;105;236195992.1;983955;11982;6630;37.4857631;-106.4532135
Routt County;CO;50;4;8;8;107;611761925.5;15825586;23509;16303;40.4831597;-106.9852885
Saguache County;CO;50;4;8;8;109;820644077.5;4454555;6108;3843;38.0339518;-106.2466749
San Juan County;CO;50;4;8;8;111;100358815.7;2035933;699;756;37.7810745;-107.6702566
San Miguel County;CO;50;4;8;8;113;333230827.4;5213876;7359;6638;38.0093735;-108.427326
Sedgwick County;CO;50;4;8;8;115;141941918.1;3530734;2379;1415;40.8715679;-102.3553579
Summit County;CO;50;4;8;8;117;157563935.8;28282990;27994;29842;39.6210227;-106.1375545
Teller County;CO;50;4;8;8;119;144276705.9;4944570;23350;12643;38.8719937;-105.1825519
Washington County;CO;50;4;8;8;121;652167028.7;15207421;4814;2434;39.965413;-103.2096046
Weld County;CO;50;4;8;8;123;1032689875;76554163;252825;96281;40.5557944;-104.3836487
Yuma County;CO;50;4;8;8;125;612377982.9;11134777;10043;4466;40.0006314;-102.422649
Fairfield County;CT;50;1;1;9;1;161845643.7;549162331;916829;361221;41.2281028;-73.3667574
Hartford County;CT;50;1;1;9;3;190389191.4;40213499;894014;374249;41.8060534;-72.7329157
Litchfield County;CT;50;1;1;9;5;238423898;62165569;189927;87550;41.7918967;-73.2354279
Middlesex County;CT;50;1;1;9;7;95648623.4;180684001;165676;74837;41.4345251;-72.5242267
New Haven County;CT;50;1;1;9;9;156566309.6;667053119;862477;362004;41.3497173;-72.9002037
New London County;CT;50;1;1;9;11;172202595.1;276665774;274055;120994;41.4786303;-72.1034515
Tolland County;CT;50;1;1;9;13;106244838.5;17698315;152691;57963;41.8580762;-72.3409774
Windham County;CT;50;1;1;9;15;132843043;22092290;118428;49073;41.8249987;-71.9907017
Kent County;DE;50;3;5;10;1;151819611.6;549470508;162310;65338;39.0970884;-75.5029819
New Castle County;DE;50;3;5;10;3;110407479.8;175385759;538479;217511;39.5759152;-75.6441324
Sussex County;DE;50;3;5;10;5;242443287.1;674204700;197145;123036;38.6775108;-75.335495
District of Columbia;DC;50;3;5;11;1;15811468;18884970;601723;296719;38.9041485;-77.0170942
Alachua County;FL;50;3;5;12;1;226629150.5;242910527;247336;112766;29.6757403;-82.357221
Baker County;FL;50;3;5;12;3;151574120;9686121;27115;9687;30.3244416;-82.3022838
Bay County;FL;50;3;5;12;5;196440061.8;711453131;168852;99650;30.2375633;-85.6313477
Bradford County;FL;50;3;5;12;7;76135680.6;16904947;28520;11011;29.9469338;-82.1667955
Brevard County;FL;50;3;5;12;9;263055791.2;1402040884;543376;269864;28.2982755;-80.7003842
Broward County;FL;50;3;5;12;11;313332910.8;292869341;1748066;810388;26.19352;-80.4766578
Calhoun County;FL;50;3;5;12;13;146938927.6;18074798;14625;5999;30.3888013;-85.1979155
Charlotte County;FL;50;3;5;12;15;176191358.2;461075444;159978;100632;26.8688259;-81.9408583
Citrus County;FL;50;3;5;12;17;150658625.5;496236304;141236;78026;28.8436275;-82.5247964
Clay County;FL;50;3;5;12;19;156528604.8;101496213;190865;75478;29.9871155;-81.8581472
Collier County;FL;50;3;5;12;21;517563619;794325489;321520;197298;26.1187125;-81.4008838
Columbia County;FL;50;3;5;12;23;206570764.8;9722658;67531;28636;30.2213046;-82.6231271
DeSoto County;FL;50;3;5;12;27;164997581.8;6274597;34862;14590;27.1905809;-81.8062531
Dixie County;FL;50;3;5;12;29;182607894.9;410763739;16422;9319;29.5808994;-83.1956656
Duval County;FL;50;3;5;12;31;197406827.4;404712512;864263;388486;30.3352449;-81.6481132
Escambia County;FL;50;3;5;12;33;170022656.7;565247441;297619;136703;30.6116644;-87.33904
Flagler County;FL;50;3;5;12;35;125733771.6;221090860;95696;48595;29.4748942;-81.2863619
Franklin County;FL;50;3;5;12;37;138493096.4;1273675839;11549;8652;29.8101756;-84.7991735
Gadsden County;FL;50;3;5;12;39;133729300;31587832;46389;19506;30.5791695;-84.6127832
Gilchrist County;FL;50;3;5;12;41;90565858;14405662;16939;7307;29.7234556;-82.7958011
Glades County;FL;50;3;5;12;43;208755392.7;468370788;12884;6979;26.9548102;-81.1908197
Gulf County;FL;50;3;5;12;45;146078487.7;496109237;15863;9110;29.9072571;-85.2565366
Hamilton County;FL;50;3;5;12;47;133071107.4;13638327;14799;5778;30.4911024;-82.9510488
Hardee County;FL;50;3;5;12;49;165184956.4;1439672;27731;9722;27.4928458;-81.8215798
Hendry County;FL;50;3;5;12;51;298560924.3;96465484;39140;14564;26.53934;-81.1515844
Hernando County;FL;50;3;5;12;53;122386912.7;301688560;172778;84504;28.5679113;-82.4648352
Highlands County;FL;50;3;5;12;55;263302011;231596328;98786;55386;27.3426272;-81.3409213
Hillsborough County;FL;50;3;5;12;57;264234110.1;635973296;1229226;536092;27.9065898;-82.3495681
Holmes County;FL;50;3;5;12;59;124002782.1;26598676;19927;8641;30.866222;-85.8129589
Indian River County;FL;50;3;5;12;61;130243176.1;295606459;138028;76346;27.7006382;-80.5748033
Jackson County;FL;50;3;5;12;63;237698736.2;95322401;49746;21003;30.787812;-85.2103738
Jefferson County;FL;50;3;5;12;65;154905903.4;99559135;14761;6632;30.4245579;-83.8908594
Lafayette County;FL;50;3;5;12;67;140742826.6;11646289;8870;3328;29.9900661;-83.1785097
Lake County;FL;50;3;5;12;69;243039601.9;566126522;297052;144996;28.7641128;-81.7122822
Lee County;FL;50;3;5;12;71;203187924.9;1108380339;618754;371099;26.5521343;-81.8922499
Leon County;FL;50;3;5;12;73;172713874.6;90486851;275487;124136;30.4593104;-84.2778004
Levy County;FL;50;3;5;12;75;289613927.9;762981297;40801;20123;29.2844092;-82.7834825
Liberty County;FL;50;3;5;12;77;216409537;19582542;8365;3357;30.2598494;-84.8685805
Madison County;FL;50;3;5;12;79;180249792.4;51114171;19224;8481;30.4472282;-83.4704367
Manatee County;FL;50;3;5;12;81;192418223.5;387844764;322833;172690;27.481386;-82.3657835
Marion County;FL;50;3;5;12;83;410395568.1;202185444;331298;164050;29.2028047;-82.0431004
Martin County;FL;50;3;5;12;85;140756538.2;542252066;146318;78131;27.0799538;-80.3982112
Miami-Dade County;FL;50;3;5;12;86;491506104.6;1381673402;2496435;989435;25.6104937;-80.4990449
Monroe County;FL;50;3;5;12;87;254668918.9;7133453992;73090;52764;25.6010428;-81.2067767
Nassau County;FL;50;3;5;12;89;167996767.6;200158743;73314;35009;30.6059257;-81.7649287
Okaloosa County;FL;50;3;5;12;91;240932877.8;393241055;180822;92407;30.6658583;-86.5941941
Okeechobee County;FL;50;3;5;12;93;199146263.6;318565354;39996;18509;27.3855924;-80.8873884
Orange County;FL;50;3;5;12;95;233987012.8;258560561;1145956;487839;28.514435;-81.323295
Osceola County;FL;50;3;5;12;97;343808644.4;462191583;268685;128170;28.0590267;-81.1393116
Palm Beach County;FL;50;3;5;12;99;510166312.5;1070302119;1320134;664594;26.6457628;-80.4486728
Pasco County;FL;50;3;5;12;101;193442589.1;314858950;464697;228928;28.3020241;-82.4557068
Pinellas County;FL;50;3;5;12;103;70913587.8;865905939;916542;503634;27.903122;-82.739518
Polk County;FL;50;3;5;12;105;465637581.9;550925774;602095;281214;27.9531147;-81.6927831
Putnam County;FL;50;3;5;12;107;188453266.2;257184021;74364;37337;29.6060059;-81.7408939
St. Johns County;FL;50;3;5;12;109;155568967.8;572050772;190039;89830;29.8905926;-81.3839139
St. Lucie County;FL;50;3;5;12;111;148128088.1;300907268;277789;137029;27.3807748;-80.4433638
Santa Rosa County;FL;50;3;5;12;113;262004374.4;420025582;151372;64760;30.7036328;-87.0142549
Sarasota County;FL;50;3;5;12;115;143969070.8;438941172;379448;228413;27.1843855;-82.3658351
Seminole County;FL;50;3;5;12;117;80087934.9;93428200;422718;181307;28.6900793;-81.1319797
Sumter County;FL;50;3;5;12;119;141654873.8;85192294;93420;53026;28.7142938;-82.0747152
Suwannee County;FL;50;3;5;12;121;178334109.2;9594285;41551;19164;30.1892438;-82.9927542
Taylor County;FL;50;3;5;12;123;270214754.8;489238369;22570;11004;30.0169434;-83.6164167
Union County;FL;50;3;5;12;125;63080635.4;16049937;15535;4508;30.0542796;-82.366918
Volusia County;FL;50;3;5;12;127;285165869;858331481;494593;254226;29.0576172;-81.1618129
Wakulla County;FL;50;3;5;12;129;157061697.4;334904032;30776;12804;30.140378;-84.3751361
Walton County;FL;50;3;5;12;131;268743589.8;523099633;55043;45132;30.6312106;-86.1766139
Washington County;FL;50;3;5;12;133;150945350.2;85860698;24896;10796;30.6022166;-85.6627968
Appling County;GA;50;3;5;13;1;131333392.4;13417422;18236;8512;31.739712;-82.2901025
Atkinson County;GA;50;3;5;13;3;87899448.7;13343157;8375;3522;31.3005623;-82.8836144
Bacon County;GA;50;3;5;13;5;66970790.7;70568892;11096;4801;31.5633274;-82.3878591
Baker County;GA;50;3;5;13;7;88562994.6;18634158;3451;1652;31.3196219;-84.454857
Baldwin County;GA;50;3;5;13;9;66781205.3;24779162;45720;20159;33.0595321;-83.2553624
Banks County;GA;50;3;5;13;11;60111223.4;4651183;18395;7595;34.3519216;-83.4984409
Barrow County;GA;50;3;5;13;13;41519867.4;6817600;69367;26400;33.9920094;-83.7123025
Bartow County;GA;50;3;5;13;15;119021368.1;27373871;100157;39823;34.2409175;-84.8381879
Ben Hill County;GA;50;3;5;13;17;64780920.8;9807089;17634;7942;31.7407755;-83.1471898
Berrien County;GA;50;3;5;13;19;117040778.7;15503056;19286;8709;31.274308;-83.2319058
Bibb County;GA;50;3;5;13;21;64687963.7;14514058;155547;69662;32.8088443;-83.6941934
Bleckley County;GA;50;3;5;13;23;55910017.9;8447354;13063;5304;32.4354034;-83.3317174
Brantley County;GA;50;3;5;13;25;114571321.6;12535638;18411;8086;31.1973339;-81.9829779
Brooks County;GA;50;3;5;13;27;127698239.5;12314550;16243;7706;30.8336956;-83.5889713
Bryan County;GA;50;3;5;13;29;112914815.3;47887043;30233;11842;32.0179692;-81.4385431
Bulloch County;GA;50;3;5;13;31;174256825.4;40963315;70217;28794;32.3934083;-81.7438099
Burke County;GA;50;3;5;13;33;214183633.7;20758796;23316;9865;33.0637365;-82.0038904
Butts County;GA;50;3;5;13;35;47757611.7;9448312;23655;9357;33.2903551;-83.9582206
Calhoun County;GA;50;3;5;13;37;72614731.7;8315704;6694;2409;31.521279;-84.6262895
Camden County;GA;50;3;5;13;39;158772788.2;437293017;50513;21114;30.9163582;-81.636516
Candler County;GA;50;3;5;13;43;62948066.6;15058435;10998;4761;32.4039862;-82.0714459
Carroll County;GA;50;3;5;13;45;129260027.8;12327627;110527;44607;33.5822366;-85.0805272
Catoosa County;GA;50;3;5;13;47;41999095.1;779612;63942;26606;34.8993926;-85.1373531
Charlton County;GA;50;3;5;13;49;200355360.4;22786057;12171;4475;30.7799036;-82.1396442
Chatham County;GA;50;3;5;13;51;110446564;533085725;265128;119323;31.9747555;-81.0917682
Chattahoochee County;GA;50;3;5;13;53;64422352.1;6292717;11267;3376;32.3474454;-84.7880206
Chattooga County;GA;50;3;5;13;55;81154176.7;570807;26015;10977;34.4741785;-85.3452894
Cherokee County;GA;50;3;5;13;57;109212961.3;32974694;214346;82360;34.2443166;-84.4750574
Clarke County;GA;50;3;5;13;59;30872752.3;4752204;116714;51068;33.9522337;-83.3671299
Clay County;GA;50;3;5;13;61;50603570.9;56598884;3183;2102;31.6198309;-84.9925826
Clayton County;GA;50;3;5;13;63;36666424.3;7152613;259424;104705;33.5522424;-84.4129771
Clinch County;GA;50;3;5;13;65;207256661.8;61565598;6798;3007;30.9176531;-82.7026143
Cobb County;GA;50;3;5;13;67;87942836.4;12868473;688078;286490;33.93994;-84.5741657
Coffee County;GA;50;3;5;13;69;148949498.6;71361932;42356;17061;31.5492446;-82.8449382
Colquitt County;GA;50;3;5;13;71;140935069.4;32337972;45498;18311;31.1897575;-83.7697405
Columbia County;GA;50;3;5;13;73;75132906.2;45363096;124053;48626;33.5505555;-82.2513423
Cook County;GA;50;3;5;13;75;58834566.5;15647080;17212;7287;31.152935;-83.4295515
Coweta County;GA;50;3;5;13;77;114190543.9;12754711;127317;50171;33.3528965;-84.7621381
Crawford County;GA;50;3;5;13;79;84145643.5;4054558;12630;5292;32.7094463;-83.9791817
Crisp County;GA;50;3;5;13;81;70598796.5;21672328;23439;10734;31.9147533;-83.753338
Dade County;GA;50;3;5;13;83;45060939.5;463485;16633;7305;34.8524237;-85.5062006
Dawson County;GA;50;3;5;13;85;54604610.4;9269206;22330;10425;34.4428421;-84.1732841
Decatur County;GA;50;3;5;13;87;154658460.7;67412720;27842;12125;30.8779607;-84.5777442
DeKalb County;GA;50;3;5;13;89;69303396.3;9220158;691893;304968;33.7706611;-84.2263431
Dodge County;GA;50;3;5;13;91;128434891.7;18709412;21796;9857;32.1606555;-83.156818
Dooly County;GA;50;3;5;13;93;101512013.2;13841107;14918;6328;32.1519954;-83.807167
Dougherty County;GA;50;3;5;13;95;85129943.8;15395037;94565;40801;31.5350683;-84.2144444
Douglas County;GA;50;3;5;13;97;51817097.1;2484238;132403;51672;33.6993166;-84.7659441
Early County;GA;50;3;5;13;99;132761216.2;9717191;11008;4975;31.3241906;-84.9067225
Echols County;GA;50;3;5;13;101;107457168.7;15087403;4034;1558;30.7085;-82.836132
Effingham County;GA;50;3;5;13;103;123723617.5;13547899;52250;19884;32.3617106;-81.3433367
Elbert County;GA;50;3;5;13;105;90922876.5;59986806;20166;9583;34.1150165;-82.8420572
Emanuel County;GA;50;3;5;13;107;176275566.9;24806585;22598;9968;32.5910995;-82.2997628
Evans County;GA;50;3;5;13;109;47358645.3;10403527;11000;4664;32.1519021;-81.887618
Fannin County;GA;50;3;5;13;111;100160826.6;13564152;23682;16207;34.8638367;-84.3192867
Fayette County;GA;50;3;5;13;113;50334410.1;12896707;106567;40793;33.4127172;-84.4939407
Floyd County;GA;50;3;5;13;115;132066237.4;22156077;96317;40551;34.2636769;-85.2137297
Forsyth County;GA;50;3;5;13;117;58021082.2;59946531;175511;64052;34.225143;-84.1273355
Franklin County;GA;50;3;5;13;119;67727304.6;12832270;22084;10553;34.3751554;-83.2272905
Fulton County;GA;50;3;5;13;121;136397716.6;19917366;920581;437105;33.7900338;-84.4681816
Gilmer County;GA;50;3;5;13;123;110473353;12189698;28292;16564;34.6905413;-84.4539838
Glascock County;GA;50;3;5;13;125;37228396.9;1847855;3082;1519;33.2274908;-82.6069126
Glynn County;GA;50;3;5;13;127;108715536.2;428629840;79626;40716;31.2127465;-81.4965167
Gordon County;GA;50;3;5;13;129;92153886.4;5787657;55186;22278;34.5096669;-84.8738622
Grady County;GA;50;3;5;13;131;117721906.3;14859042;25011;10760;30.8758626;-84.2447719
Greene County;GA;50;3;5;13;133;100345317.1;48628232;15994;8688;33.576836;-83.1671033
Gwinnett County;GA;50;3;5;13;135;111468726.1;16555611;805321;291547;33.9591011;-84.0229381
Habersham County;GA;50;3;5;13;137;71675209.2;5919798;43041;18146;34.6351078;-83.5264058
Hall County;GA;50;3;5;13;139;101730016.6;94568081;179684;68825;34.3175876;-83.8184973
Hancock County;GA;50;3;5;13;141;122206128.6;17715202;9429;5360;33.2692195;-83.0004653
Haralson County;GA;50;3;5;13;143;73080405.1;2616008;28780;12287;33.7951649;-85.2200622
Harris County;GA;50;3;5;13;145;120141421.4;23536240;32024;13397;32.7315494;-84.912432
Hart County;GA;50;3;5;13;147;60189704.6;63595058;25213;13007;34.3487328;-82.96329
Heard County;GA;50;3;5;13;149;76671452.8;13116455;11834;5148;33.2909683;-85.1395936
Henry County;GA;50;3;5;13;151;83430455.4;11447521;203922;76533;33.4528811;-84.1544404
Houston County;GA;50;3;5;13;153;97264576.1;11344823;139900;58325;32.4583811;-83.6628559
Irwin County;GA;50;3;5;13;155;91774392.3;21807567;9538;4033;31.6043062;-83.2770374
Jackson County;GA;50;3;5;13;157;87972292.8;8900197;60485;23752;34.134157;-83.5651332
Jasper County;GA;50;3;5;13;159;95354269;13725963;13900;6153;33.3149051;-83.6878919
Jeff Davis County;GA;50;3;5;13;161;85661311.4;12063799;15068;6488;31.8116153;-82.6368248
Jefferson County;GA;50;3;5;13;163;136358931.4;8241842;16930;7298;33.0518742;-82.4190497
Jenkins County;GA;50;3;5;13;165;89944899.6;13452255;8340;4221;32.7945631;-81.9715244
Johnson County;GA;50;3;5;13;167;78479339.9;9278578;9980;4120;32.6898312;-82.6613536
Jones County;GA;50;3;5;13;169;102028175.5;3842707;28669;11688;33.0202261;-83.5623393
Lamar County;GA;50;3;5;13;171;47526261.1;6046031;18317;7474;33.0744604;-84.1467206
Lanier County;GA;50;3;5;13;173;47982442.6;37625302;10078;4249;31.0381973;-83.0631635
Laurens County;GA;50;3;5;13;175;209088620;28942290;48434;21368;32.3932197;-82.9263171
Lee County;GA;50;3;5;13;177;92147564.1;15407913;28298;10276;31.8184185;-84.1466814
Liberty County;GA;50;3;5;13;179;126857876.5;291960039;63453;26731;31.8072445;-81.4579687
Lincoln County;GA;50;3;5;13;181;54488069.7;121517149;7996;4786;33.7921507;-82.4482992
Long County;GA;50;3;5;13;183;103675527.8;9116399;14464;6039;31.7495633;-81.7428697
Lowndes County;GA;50;3;5;13;185;128480550.6;37578770;109233;43921;30.8336801;-83.2689668
Lumpkin County;GA;50;3;5;13;187;73279311.1;3273378;29966;12925;34.5681492;-83.9988275
McDuffie County;GA;50;3;5;13;189;66682049.5;23120857;21875;9319;33.4824637;-82.473188
McIntosh County;GA;50;3;5;13;191;109892918.3;387447582;14333;9220;31.4829776;-81.3701993
Macon County;GA;50;3;5;13;193;103765409.1;13859159;14740;6136;32.3662155;-84.0521624
Madison County;GA;50;3;5;13;195;73118173.6;8487230;28120;11784;34.1284855;-83.2036369
Marion County;GA;50;3;5;13;197;94794416.1;3825422;8742;4156;32.3595381;-84.5295606
Meriwether County;GA;50;3;5;13;199;129816165.3;10834104;21992;9957;33.0302196;-84.6632794
Miller County;GA;50;3;5;13;201;73146675.4;3216381;6125;2791;31.1629079;-84.7303856
Mitchell County;GA;50;3;5;13;205;132629319.4;4504169;23498;8996;31.2289404;-84.1924067
Monroe County;GA;50;3;5;13;207;102475074.3;5575307;26424;10710;33.0174352;-83.9229376
Montgomery County;GA;50;3;5;13;209;62036283;13388730;9123;3921;32.1721081;-82.5333487
Morgan County;GA;50;3;5;13;211;89963097.5;18832334;17868;7472;33.5937317;-83.4923244
Murray County;GA;50;3;5;13;213;89216364.2;5688079;39628;15979;34.7970974;-84.7379899
Muscogee County;GA;50;3;5;13;215;56043543.6;11968740;189885;82690;32.510197;-84.874946
Newton County;GA;50;3;5;13;217;70489451;18224766;99958;38342;33.5440455;-83.8551891
Oconee County;GA;50;3;5;13;219;47730822.9;5393182;32808;12383;33.8341247;-83.4377284
Oglethorpe County;GA;50;3;5;13;221;113703470.9;7839225;14899;6484;33.8668062;-83.0740805
Paulding County;GA;50;3;5;13;223;80864321.5;5498097;142324;52130;33.9209028;-84.8669788
Peach County;GA;50;3;5;13;225;38919065.6;2676298;27695;11050;32.5713241;-83.8319779
Pickens County;GA;50;3;5;13;227;60102573.1;1695924;29431;13692;34.4566206;-84.4902556
Pierce County;GA;50;3;5;13;229;81971494.5;69246241;18758;7986;31.3539879;-82.2104266
Pike County;GA;50;3;5;13;231;55965940.5;8596833;17869;6820;33.0907685;-84.3866265
Polk County;GA;50;3;5;13;233;80375483.8;4686006;41475;16908;33.9959611;-85.1868259
Pulaski County;GA;50;3;5;13;235;64498709.6;5634982;12010;5151;32.2387936;-83.4818548
Putnam County;GA;50;3;5;13;237;89261076;41562906;21218;12804;33.3210605;-83.3717898
Quitman County;GA;50;3;5;13;239;39170308.5;24158294;2513;2047;31.8614871;-85.0093171
Rabun County;GA;50;3;5;13;241;95827657.4;17845339;16276;12313;34.8830262;-83.4047353
Randolph County;GA;50;3;5;13;243;110912683.7;6830057;7719;4153;31.762651;-84.7523108
Richmond County;GA;50;3;5;13;245;84000002.9;11046882;200549;86331;33.361487;-82.0749983
Rockdale County;GA;50;3;5;13;247;33616168.6;5969943;85215;33272;33.6520811;-84.0263696
Schley County;GA;50;3;5;13;249;43228385.3;2376378;5010;2208;32.263441;-84.3227238
Screven County;GA;50;3;5;13;251;167080365;27889028;14593;6739;32.7447512;-81.6175849
Seminole County;GA;50;3;5;13;253;60923273.6;55244218;8729;4797;30.933894;-84.8675915
